,timestamp,hf,hl,seed,gpu,image_name,heigth,width,cropped_heigth,cropped_width,is_cropped,lr,epochs,date,root_path,path
18,1603478755-305517,75,10,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_0/trial_no_0/checkpoints/model_final.pth
19,1603478755-305517,75,10,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_1/trial_no_0/checkpoints/model_final.pth
20,1603478755-305517,75,10,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_2/trial_no_0/checkpoints/model_final.pth
21,1603478755-305517,75,11,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_3/trial_no_0/checkpoints/model_final.pth
22,1603478755-305517,75,11,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_4/trial_no_0/checkpoints/model_final.pth
23,1603478755-305517,75,11,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_5/trial_no_0/checkpoints/model_final.pth
24,1603478755-305517,75,12,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_6/trial_no_0/checkpoints/model_final.pth
25,1603478755-305517,75,12,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_7/trial_no_0/checkpoints/model_final.pth
26,1603478755-305517,75,12,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_8/trial_no_0/checkpoints/model_final.pth
27,1603478755-305517,75,13,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_9/trial_no_0/checkpoints/model_final.pth
28,1603478755-305517,75,13,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_10/trial_no_0/checkpoints/model_final.pth
29,1603478755-305517,75,13,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,23-10-2020,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train,/home/chiarlo/siren-project/results/cameramen/23-10-2020/1603478755-305517/train/arch_no_11/trial_no_0/checkpoints/model_final.pth
30,1603557121-338703,55,10,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_0/trial_no_0/checkpoints/model_final.pth
31,1603557121-338703,55,10,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_1/trial_no_0/checkpoints/model_final.pth
32,1603557121-338703,55,10,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_2/trial_no_0/checkpoints/model_final.pth
33,1603557121-338703,55,11,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_3/trial_no_0/checkpoints/model_final.pth
34,1603557121-338703,55,11,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_4/trial_no_0/checkpoints/model_final.pth
35,1603557121-338703,55,11,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_5/trial_no_0/checkpoints/model_final.pth
36,1603557121-338703,55,12,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_6/trial_no_0/checkpoints/model_final.pth
37,1603557121-338703,55,12,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_7/trial_no_0/checkpoints/model_final.pth
38,1603557121-338703,55,12,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_8/trial_no_0/checkpoints/model_final.pth
39,1603557121-338703,55,13,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_9/trial_no_0/checkpoints/model_final.pth
40,1603557121-338703,55,13,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_10/trial_no_0/checkpoints/model_final.pth
41,1603557121-338703,55,13,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,24-10-2020,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train,/home/chiarlo/siren-project/results/cameramen/24-10-2020/1603557121-338703/train/arch_no_11/trial_no_0/checkpoints/model_final.pth
42,1603583765-067812,55,3,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_0/trial_no_0/checkpoints/model_final.pth
43,1603583765-067812,55,3,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_1/trial_no_0/checkpoints/model_final.pth
44,1603583765-067812,55,3,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_2/trial_no_0/checkpoints/model_final.pth
45,1603583765-067812,55,4,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_3/trial_no_0/checkpoints/model_final.pth
46,1603583765-067812,55,4,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_4/trial_no_0/checkpoints/model_final.pth
47,1603583765-067812,55,4,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_5/trial_no_0/checkpoints/model_final.pth
48,1603583765-067812,55,5,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_6/trial_no_0/checkpoints/model_final.pth
49,1603583765-067812,55,5,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_7/trial_no_0/checkpoints/model_final.pth
50,1603583765-067812,55,5,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_8/trial_no_0/checkpoints/model_final.pth
51,1603583765-067812,55,6,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_9/trial_no_0/checkpoints/model_final.pth
52,1603583765-067812,55,6,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_10/trial_no_0/checkpoints/model_final.pth
53,1603583765-067812,55,6,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_11/trial_no_0/checkpoints/model_final.pth
54,1603583765-067812,55,7,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_12/trial_no_0/checkpoints/model_final.pth
55,1603583765-067812,55,7,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_13/trial_no_0/checkpoints/model_final.pth
56,1603583765-067812,55,7,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_14/trial_no_0/checkpoints/model_final.pth
57,1603583765-067812,55,8,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_15/trial_no_0/checkpoints/model_final.pth
58,1603583765-067812,55,8,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_16/trial_no_0/checkpoints/model_final.pth
59,1603583765-067812,55,8,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_17/trial_no_0/checkpoints/model_final.pth
60,1603583765-067812,55,9,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_18/trial_no_0/checkpoints/model_final.pth
61,1603583765-067812,55,9,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_19/trial_no_0/checkpoints/model_final.pth
62,1603583765-067812,55,9,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,25-10-2020,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train,/home/chiarlo/siren-project/results/cameramen/25-10-2020/1603583765-067812/train/arch_no_20/trial_no_0/checkpoints/model_final.pth
63,1603672968-148557,85,3,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_0/trial_no_0/checkpoints/model_final.pth
64,1603672968-148557,85,3,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_1/trial_no_0/checkpoints/model_final.pth
65,1603672968-148557,85,3,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_2/trial_no_0/checkpoints/model_final.pth
66,1603672968-148557,85,4,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_3/trial_no_0/checkpoints/model_final.pth
67,1603672968-148557,85,4,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_4/trial_no_0/checkpoints/model_final.pth
68,1603672968-148557,85,4,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_5/trial_no_0/checkpoints/model_final.pth
69,1603672968-148557,85,5,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_6/trial_no_0/checkpoints/model_final.pth
70,1603672968-148557,85,5,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_7/trial_no_0/checkpoints/model_final.pth
71,1603672968-148557,85,5,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_8/trial_no_0/checkpoints/model_final.pth
72,1603672968-148557,85,6,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_9/trial_no_0/checkpoints/model_final.pth
73,1603672968-148557,85,6,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_10/trial_no_0/checkpoints/model_final.pth
74,1603672968-148557,85,6,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_11/trial_no_0/checkpoints/model_final.pth
75,1603672968-148557,85,7,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_12/trial_no_0/checkpoints/model_final.pth
76,1603672968-148557,85,7,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_13/trial_no_0/checkpoints/model_final.pth
77,1603672968-148557,85,7,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_14/trial_no_0/checkpoints/model_final.pth
78,1603672968-148557,85,8,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_15/trial_no_0/checkpoints/model_final.pth
79,1603672968-148557,85,8,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_16/trial_no_0/checkpoints/model_final.pth
80,1603672968-148557,85,8,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_17/trial_no_0/checkpoints/model_final.pth
81,1603672968-148557,85,9,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_18/trial_no_0/checkpoints/model_final.pth
82,1603672968-148557,85,9,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_19/trial_no_0/checkpoints/model_final.pth
83,1603672968-148557,85,9,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603672968-148557/train/arch_no_20/trial_no_0/checkpoints/model_final.pth
84,1603731938-952001,85,10,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_0/trial_no_0/checkpoints/model_final.pth
85,1603731938-952001,85,10,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_1/trial_no_0/checkpoints/model_final.pth
86,1603731938-952001,85,10,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_2/trial_no_0/checkpoints/model_final.pth
87,1603731938-952001,85,11,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_3/trial_no_0/checkpoints/model_final.pth
88,1603731938-952001,85,11,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_4/trial_no_0/checkpoints/model_final.pth
89,1603731938-952001,85,11,123,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_5/trial_no_0/checkpoints/model_final.pth
90,1603731938-952001,85,12,0,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_6/trial_no_0/checkpoints/model_final.pth
91,1603731938-952001,85,12,42,True,cameramen,512,512,256.0,256.0,True,0.0001,100000,26-10-2020,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train,/home/chiarlo/siren-project/results/cameramen/26-10-2020/1603731938-952001/train/arch_no_7/trial_no_0/checkpoints/model_final.pth
