,mse,psnr,ssim,CR,bpp,file_size_bits,compression
1604097384-058852,0.0005808195564895868,37.98848751654581,0.9703003769282489,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.0003446052724029869,40.65371507249119,0.9747059582124679,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.00034207181306555867,40.67988016753133,0.9741848646202469,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.00039562664460390806,39.983001224600955,0.9703086985260256,0.8857828367369713,4.37548828125,286752.0,siren-35
1604097384-058852,0.00025940226623788476,41.83038002669561,0.978747351896044,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.0002674934221431613,41.767647368156005,0.9784427064625866,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.00025062632630579174,42.20748688794498,0.9807471831665461,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.0003112430276814848,40.941074050611036,0.9778473833549057,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.00031155571923591197,41.167837032228796,0.9755901715033616,0.7765874180608551,4.99072265625,327072.0,siren-35
1604097384-058852,0.00021171849220991135,42.668854810329854,0.9811057693304107,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.0002596703707240522,41.917498222192286,0.9792253514237961,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.00025671295588836074,41.25327480545942,0.9819304920274314,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.0002708392858039588,41.82780336211028,0.980745231851936,0.6913596376622245,5.60595703125,367392.0,siren-35
1604097384-058852,0.0002258950989926234,42.44775150790115,0.9806390469903714,0.6913596376622245,5.60595703125,367392.0,siren-35
1604282134-409324,0.012147130444645882,25.222762297707888,0.7088032364854298,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.015153693035244942,24.284287524440963,0.66344923294795,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.012943855486810207,24.97450469329523,0.7016034561026439,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.013476845808327198,24.795369363842067,0.6825670186448353,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.014659778214991093,24.43162525878092,0.6704509618372038,5.665596002855104,0.68408203125,44832.0,siren-25
1604282134-409324,0.005571502260863781,28.583569143703116,0.8068985804816179,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.006285171024501324,28.055760865944702,0.7883467576955971,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.004750447813421488,29.26329402683475,0.8389676912955788,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.005542004946619272,28.59744619626134,0.8192139944013552,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.006103787571191788,28.197251261892568,0.7992734310611936,3.870063383715261,1.00146484375,65632.0,siren-25
1604282134-409324,0.003784803207963705,30.259501236896828,0.8465445936233674,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.0034013879485428333,30.706038834770744,0.8611528707597971,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.0034525650553405285,30.652510536360722,0.8580306835165479,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.00351029634475708,30.578259438602675,0.8561267550452965,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.003440206404775381,30.664157940391025,0.8547575132463444,2.938726397630507,1.31884765625,86432.0,siren-25
1604282134-409324,0.0020656250417232513,32.93247400229127,0.9058848952934434,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.0023038110230118036,32.40110257840697,0.8956962023121446,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.0019635031931102276,33.05814523148722,0.9077704928951718,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.002301024505868554,32.41154136678463,0.8881943823700608,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.00200109020806849,33.0340630512029,0.9077849589672157,2.368695911668159,1.63623046875,107232.0,siren-25
1604282134-409324,0.0014447018038481474,34.476150398493964,0.9271189788869256,1.9838790302424394,1.95361328125,128032.0,siren-25
1604282134-409324,0.0018039895221590996,33.477992851023856,0.9116475067600895,1.9838790302424394,1.95361328125,128032.0,siren-25
1604282134-409324,0.0016954531893134117,33.69940670074003,0.9175207210678177,1.9838790302424394,1.95361328125,128032.0,siren-25
1604282134-409324,0.0017809729324653745,33.5213680569594,0.9098119584469216,1.9838790302424394,1.95361328125,128032.0,siren-25
1604282134-409324,0.0015599231701344252,34.023673718350445,0.919790780566414,1.9838790302424394,1.95361328125,128032.0,siren-25
1604282134-409324,0.0012103361077606678,35.17276328623714,0.9319784791997313,1.7066222317781123,2.27099609375,148832.0,siren-25
1604282134-409324,0.0014098933897912502,34.490730984815,0.9269830441505142,1.7066222317781123,2.27099609375,148832.0,siren-25
1604282134-409324,0.0012956999707967043,34.9507915186791,0.9302065469392633,1.7066222317781123,2.27099609375,148832.0,siren-25
1604282134-409324,0.0014131952775642276,34.50477389375895,0.9207348841562497,1.7066222317781123,2.27099609375,148832.0,siren-25
1604282134-409324,0.0013118225615471601,34.94602451610872,0.9318525107914032,1.7066222317781123,2.27099609375,148832.0,siren-25
1604282134-409324,0.00107193598523736,35.692645246588796,0.9411375550549602,1.4973589888700245,2.58837890625,169632.0,siren-25
1604282134-409324,0.0010058435145765543,36.03498749107195,0.9440797291148915,1.4973589888700245,2.58837890625,169632.0,siren-25
1604282134-409324,0.0009368589380756021,36.32925462705821,0.9439182779678572,1.4973589888700245,2.58837890625,169632.0,siren-25
1604282134-409324,0.0010649038013070822,35.74648746622516,0.937854900819512,1.4973589888700245,2.58837890625,169632.0,siren-25
1604282134-409324,0.0011125562014058232,35.54966039445384,0.9375661608298875,1.4973589888700245,2.58837890625,169632.0,siren-25
1604282134-409324,0.0008792346343398094,36.59702243224254,0.9474319169205359,1.3338094437909596,2.90576171875,190432.0,siren-25
1604282134-409324,0.0008346583927050233,36.8331630831248,0.9507954707500627,1.3338094437909596,2.90576171875,190432.0,siren-25
1604282134-409324,0.0010452819988131523,36.06136363778771,0.9482990892638828,1.3338094437909596,2.90576171875,190432.0,siren-25
1604282134-409324,0.0008971584029495716,36.48088602867602,0.9441416187627293,1.3338094437909596,2.90576171875,190432.0,siren-25
1604282134-409324,0.0009886632906273007,35.73232440551187,0.9469168326790278,1.3338094437909596,2.90576171875,190432.0,siren-25
1604414366-573355,0.06933248043060303,17.61947930198491,0.48891485258111395,44.844632768361585,0.08642578125,5664.0,siren-8
1604414366-573355,0.07482198625802994,17.324123144194758,0.40226619623882764,44.844632768361585,0.08642578125,5664.0,siren-8
1604414366-573355,0.09724751114845276,16.20136247706616,0.4023347065362366,44.844632768361585,0.08642578125,5664.0,siren-8
1604414366-573355,0.06612326949834824,17.849573670867166,0.4976394410613317,44.844632768361585,0.08642578125,5664.0,siren-8
1604414366-573355,0.056888580322265625,18.51676268172914,0.49826369522867375,44.844632768361585,0.08642578125,5664.0,siren-8
1604414366-573355,0.06667722761631012,17.78239626639721,0.4681183908454545,31.877510040160644,0.12158203125,7968.0,siren-8
1604414366-573355,0.06926180422306061,17.61758383929451,0.4646060606182378,31.877510040160644,0.12158203125,7968.0,siren-8
1604414366-573355,0.06515897810459137,17.883842733533765,0.5383000912044559,31.877510040160644,0.12158203125,7968.0,siren-8
1604414366-573355,0.05361086502671242,18.752510242223646,0.5304774587735444,31.877510040160644,0.12158203125,7968.0,siren-8
1604414366-573355,0.04383635148406029,19.620143018796224,0.5578719328882988,31.877510040160644,0.12158203125,7968.0,siren-8
1604414366-573355,0.06123264878988266,18.155625296985125,0.47220807934989345,24.727414330218068,0.15673828125,10272.0,siren-8
1604414366-573355,0.05785011872649193,18.41320956795022,0.46762524688158347,24.727414330218068,0.15673828125,10272.0,siren-8
1604414366-573355,0.07016146928071976,17.57594916534884,0.4787109482767353,24.727414330218068,0.15673828125,10272.0,siren-8
1604414366-573355,0.045710332691669464,19.429978847512366,0.5673954278058153,24.727414330218068,0.15673828125,10272.0,siren-8
1604414366-573355,0.03588280454277992,20.477689436945035,0.6094765151923268,24.727414330218068,0.15673828125,10272.0,siren-8
1604414366-573355,0.04697168618440628,19.30391706681655,0.5615071730224788,20.197201017811704,0.19189453125,12576.0,siren-8
1604414366-573355,0.05032460391521454,19.005679834003605,0.4963650992571127,20.197201017811704,0.19189453125,12576.0,siren-8
1604414366-573355,0.06704063713550568,17.76366981900653,0.5019130069138997,20.197201017811704,0.19189453125,12576.0,siren-8
1604414366-573355,0.03939700126647949,20.073670261872635,0.6126169709803861,20.197201017811704,0.19189453125,12576.0,siren-8
1604414366-573355,0.03619348630309105,20.447194776186173,0.6034738136681483,20.197201017811704,0.19189453125,12576.0,siren-8
1604414366-573355,0.04560041427612305,19.432189249223722,0.562193578490253,17.06989247311828,0.22705078125,14880.0,siren-8
1604414366-573355,0.058418549597263336,18.35509909505494,0.48255440344892286,17.06989247311828,0.22705078125,14880.0,siren-8
1604414366-573355,0.06846354156732559,17.6670745540071,0.4869239297133198,17.06989247311828,0.22705078125,14880.0,siren-8
1604414366-573355,0.047812044620513916,19.22655195453711,0.5595759661616545,17.06989247311828,0.22705078125,14880.0,siren-8
1604414366-573355,0.03039252758026123,21.196070860916343,0.6232236286404528,17.06989247311828,0.22705078125,14880.0,siren-8
1604414366-573355,0.06157001480460167,18.126656873041817,0.4740600775615737,14.78119180633147,0.26220703125,17184.0,siren-8
1604414366-573355,0.05193471908569336,18.864465988095958,0.5116866624743452,14.78119180633147,0.26220703125,17184.0,siren-8
1604414366-573355,0.06860383599996567,17.65872670231318,0.4922358830583874,14.78119180633147,0.26220703125,17184.0,siren-8
1604414366-573355,0.03655443340539932,20.392644461309395,0.6273947837279064,14.78119180633147,0.26220703125,17184.0,siren-8
1604414366-573355,0.02354862168431282,22.30594633018347,0.7053725207450651,14.78119180633147,0.26220703125,17184.0,siren-8
1604414366-573355,0.05566981062293053,18.566329860259106,0.5021477497946845,13.033661740558292,0.29736328125,19488.0,siren-8
1604414366-573355,0.06564340740442276,17.849214821919027,0.4242016173316859,13.033661740558292,0.29736328125,19488.0,siren-8
1604414366-573355,0.05204171687364578,18.859536225249126,0.5267685649771716,13.033661740558292,0.29736328125,19488.0,siren-8
1604414366-573355,0.029835611581802368,21.27732268280708,0.6431944762489739,13.033661740558292,0.29736328125,19488.0,siren-8
1604414366-573355,0.02563963457942009,21.933203757417665,0.671180344869299,13.033661740558292,0.29736328125,19488.0,siren-8
1604414366-573355,0.06448279321193695,17.93413301215859,0.45912045999150547,11.655653450807636,0.33251953125,21792.0,siren-8
1604414366-573355,0.046160660684108734,19.37610395972427,0.5218675497646811,11.655653450807636,0.33251953125,21792.0,siren-8
1604414366-573355,0.07612241059541702,17.201996420213863,0.45465696335657735,11.655653450807636,0.33251953125,21792.0,siren-8
1604414366-573355,0.031567540019750595,21.03616466178107,0.6490884708919759,11.655653450807636,0.33251953125,21792.0,siren-8
1604414366-573355,0.02286013960838318,22.431350539089976,0.6938133348885884,11.655653450807636,0.33251953125,21792.0,siren-8
1604594787-201566,0.007749371696263552,27.211294229824365,0.7621302905709967,3.541945560017849,1.09423828125,71712.0,siren-32
1604594787-201566,0.00718076154589653,27.521461866324266,0.7626222523455277,3.541945560017849,1.09423828125,71712.0,siren-32
1604594787-201566,0.0064833746291697025,27.97370049347706,0.7890093143636359,3.541945560017849,1.09423828125,71712.0,siren-32
1604594787-201566,0.00712293665856123,27.55513125049547,0.7612897906565945,3.541945560017849,1.09423828125,71712.0,siren-32
1604594787-201566,0.007986832410097122,27.07000273177357,0.7436971446460852,3.541945560017849,1.09423828125,71712.0,siren-32
1604594787-201566,0.00288053834810853,31.440541137664795,0.8701014308659571,2.4074916590840156,1.60986328125,105504.0,siren-32
1604594787-201566,0.003296002047136426,30.86586055027788,0.8480745495873793,2.4074916590840156,1.60986328125,105504.0,siren-32
1604594787-201566,0.002897458616644144,31.427540743553998,0.873329713940686,2.4074916590840156,1.60986328125,105504.0,siren-32
1604594787-201566,0.003126447321847081,31.106655543841846,0.8571907499150058,2.4074916590840156,1.60986328125,105504.0,siren-32
1604594787-201566,0.0031876813154667616,31.00417699442412,0.8573346021770272,2.4074916590840156,1.60986328125,105504.0,siren-32
1604594787-201566,0.0013901129132136703,34.592323523660895,0.9258404197816608,1.8234550884447507,2.12548828125,139296.0,siren-32
1604594787-201566,0.001454547280445695,34.397567914483574,0.9213449456329947,1.8234550884447507,2.12548828125,139296.0,siren-32
1604594787-201566,0.0015904295723885298,34.0118760539763,0.9221667352693311,1.8234550884447507,2.12548828125,139296.0,siren-32
1604594787-201566,0.001453793840482831,34.40167248967623,0.9226814552918249,1.8234550884447507,2.12548828125,139296.0,siren-32
1604594787-201566,0.0015832927310839295,34.02658046626616,0.9224676664919035,1.8234550884447507,2.12548828125,139296.0,siren-32
1604594787-201566,0.0009504590998403728,36.24579527310758,0.9456734071550766,1.4674616380107228,2.64111328125,173088.0,siren-32
1604594787-201566,0.0009207114926539361,36.38048558052126,0.9439438711066718,1.4674616380107228,2.64111328125,173088.0,siren-32
1604594787-201566,0.0010084911482408643,35.98596609164197,0.9419118635194729,1.4674616380107228,2.64111328125,173088.0,siren-32
1604594787-201566,0.0009290471207350492,36.340863871968786,0.9486870951068314,1.4674616380107228,2.64111328125,173088.0,siren-32
1604594787-201566,0.0009053777903318405,36.45343529715196,0.9467871571741611,1.4674616380107228,2.64111328125,173088.0,siren-32
1604594787-201566,0.000650357804261148,37.88972430724078,0.9593700154404678,1.2277648878576952,3.15673828125,206880.0,siren-32
1604594787-201566,0.0007872443529777229,37.06012956192175,0.9508203557017106,1.2277648878576952,3.15673828125,206880.0,siren-32
1604594787-201566,0.0006616751197725534,37.815830178161086,0.9583739276489344,1.2277648878576952,3.15673828125,206880.0,siren-32
1604594787-201566,0.0005779124330729246,38.4021487082975,0.9612527326404593,1.2277648878576952,3.15673828125,206880.0,siren-32
1604594787-201566,0.0006412832299247384,37.95072973053857,0.9571150182031825,1.2277648878576952,3.15673828125,206880.0,siren-32
1604594787-201566,0.0004731468216050416,39.270855435850635,0.9671319738338314,1.0553782741656694,3.67236328125,240672.0,siren-32
1604594787-201566,0.0005096290842629969,38.948133386715604,0.9648738609222378,1.0553782741656694,3.67236328125,240672.0,siren-32
1604594787-201566,0.00045117668923921883,39.47756062437605,0.9679489639106985,1.0553782741656694,3.67236328125,240672.0,siren-32
1604594787-201566,0.0005030141328461468,39.005578096949336,0.9671651330361349,1.0553782741656694,3.67236328125,240672.0,siren-32
1604594787-201566,0.0005112543003633618,38.93485154299587,0.9648536954107559,1.0553782741656694,3.67236328125,240672.0,siren-32
1604594787-201566,0.0005065589211881161,38.97470853765117,0.9737535487309745,0.9254401305817885,4.18798828125,274464.0,siren-32
1604594787-201566,0.0005535590462386608,38.589070414642954,0.9699427810400408,0.9254401305817885,4.18798828125,274464.0,siren-32
1604594787-201566,0.00045015395153313875,39.48732772925287,0.9702551772518054,0.9254401305817885,4.18798828125,274464.0,siren-32
1604594787-201566,0.0004018496547359973,39.980458430010025,0.9709855807129154,0.9254401305817885,4.18798828125,274464.0,siren-32
1604594787-201566,0.0004173072811681777,39.81633942508745,0.970810760639004,0.9254401305817885,4.18798828125,274464.0,siren-32
1604594787-201566,0.0003658997011370957,40.38768731543652,0.9752101628859482,0.8239904494965223,4.70361328125,308256.0,siren-32
1604594787-201566,0.00032376748276874423,40.91850807282349,0.9749293769988072,0.8239904494965223,4.70361328125,308256.0,siren-32
1604594787-201566,0.00035451995790936053,40.52445491427757,0.9751776946520045,0.8239904494965223,4.70361328125,308256.0,siren-32
1604594787-201566,0.00032879895297810435,40.85173520436929,0.9753000890474355,0.8239904494965223,4.70361328125,308256.0,siren-32
1604594787-201566,0.0003094888525083661,41.11428041095452,0.9765039243748377,0.8239904494965223,4.70361328125,308256.0,siren-32
0,30.618301391601562,33.270992671482716,0.9394240300031549,7.6820711347689326,0.5045166015625,33064.0,jpeg
1,28.949783325195312,33.51435043271612,0.9404362225870709,7.477626000942063,0.518310546875,33968.0,jpeg
2,27.8399658203125,33.68411663121152,0.9416199051391356,7.31229847996315,0.530029296875,34736.0,jpeg
3,26.316680908203125,33.92849246220371,0.9447858258341444,7.1735201084500675,0.540283203125,35408.0,jpeg
4,25.208343505859375,34.1153605267266,0.9468166133259884,7.055555555555555,0.54931640625,36000.0,jpeg
5,24.236190795898438,34.28615998109613,0.9482341529653597,6.912693228826475,0.5606689453125,36744.0,jpeg
6,23.248626708984375,34.466830565591316,0.9497102164335106,6.784188034188034,0.5712890625,37440.0,jpeg
7,22.405685424804688,34.62722126671194,0.9515427846711728,6.667366652666947,0.581298828125,38096.0,jpeg
8,21.333770751953125,34.840127369218735,0.9535693006333371,6.531577864636906,0.5933837890625,38888.0,jpeg
9,20.660537719726562,34.979387404088456,0.9545413060669561,6.4663951120162935,0.599365234375,39280.0,jpeg
10,19.884017944335938,35.14576214471631,0.9558657634651886,6.342389133040352,0.611083984375,40048.0,jpeg
11,19.132064819335938,35.31318517278049,0.9574445980914915,6.247540338449429,0.620361328125,40656.0,jpeg
12,18.65655517578125,35.42248904000889,0.9567374771199719,6.144764853880395,0.6307373046875,41336.0,jpeg
13,17.79534912109375,35.62773848164055,0.9598089091709139,6.043014845831747,0.641357421875,42032.0,jpeg
14,17.3836669921875,35.72938966977935,0.9603969597645604,5.974783590515619,0.648681640625,42512.0,jpeg
15,16.796234130859375,35.87868441018252,0.960390540802076,5.857933579335794,0.66162109375,43360.0,jpeg
16,16.172164916992188,36.04312199429716,0.9615439832429008,5.7727272727272725,0.67138671875,44000.0,jpeg
17,15.847152709960938,36.131291178746146,0.9620603547279408,5.735187861271676,0.67578125,44288.0,jpeg
18,15.25262451171875,36.29735781913751,0.963175241441243,5.622454400566673,0.6893310546875,45176.0,jpeg
19,14.854141235351562,36.41232811933126,0.9642871036021851,5.5584733893557425,0.697265625,45696.0,jpeg
20,14.622940063476562,36.48045660956416,0.9646365678826612,5.532322704303886,0.7005615234375,45912.0,jpeg
21,14.02337646484375,36.66227767814824,0.9658701566201835,5.421789617486339,0.71484375,46848.0,jpeg
22,13.829513549804688,36.72273456705893,0.9663925888614385,5.384093606918772,0.7198486328125,47176.0,jpeg
23,13.46441650390625,36.83892823367283,0.9669243771769712,5.337928715534633,0.72607421875,47584.0,jpeg
24,13.0810546875,36.964375995634946,0.9675635570494495,5.244466468450611,0.739013671875,48432.0,jpeg
25,12.856719970703125,37.03950176130328,0.9680011412622659,5.192150449713819,0.7464599609375,48920.0,jpeg
26,12.411727905273438,37.192481146239714,0.9690627885381611,5.12344682911086,0.7564697265625,49576.0,jpeg
27,12.15234375,37.28420315071057,0.9694472065085818,5.100401606425703,0.7598876953125,49800.0,jpeg
28,11.960922241210938,37.353156938553695,0.969826563598731,5.022144890857324,0.771728515625,50576.0,jpeg
29,11.5506591796875,37.50473591364252,0.9706572974547898,4.940865234982882,0.784423828125,51408.0,jpeg
30,11.441162109375,37.54610221720667,0.9708119702801449,4.930889889734431,0.7860107421875,51512.0,jpeg
31,11.318313598632812,37.592986380234194,0.9708716804710238,4.918667699457784,0.7879638671875,51640.0,jpeg
32,10.934768676757812,37.74270760825781,0.9717278200071566,4.826695044086349,0.802978515625,52624.0,jpeg
33,10.737075805664062,37.82194341551167,0.9723920784599859,4.768699309101833,0.812744140625,53264.0,jpeg
34,10.509902954101562,37.91481654991216,0.9727034210667969,4.747308612440191,0.81640625,53504.0,jpeg
35,10.2860107421875,38.0083338732749,0.9732647579195932,4.705795168222914,0.8236083984375,53976.0,jpeg
36,10.0098876953125,38.12651155874074,0.9736326077075035,4.655425219941349,0.83251953125,54560.0,jpeg
37,9.78179931640625,38.22661612285674,0.9739713934423191,4.586162068467427,0.8450927734375,55384.0,jpeg
38,9.549285888671875,38.3310946532659,0.9744806863115787,4.497804221561128,0.8616943359375,56472.0,jpeg
39,9.364898681640625,38.41577277741002,0.9749234623798664,4.461776278808319,0.86865234375,56928.0,jpeg
40,9.137649536132812,38.52245863686023,0.9753322220712224,4.42138977858237,0.8765869140625,57448.0,jpeg
41,8.8355712890625,38.66845725568852,0.976010014511555,4.350506988215949,0.890869140625,58384.0,jpeg
42,8.604248046875,38.78367438948362,0.9764859004686942,4.306252543062525,0.9000244140625,58984.0,jpeg
43,8.3863525390625,38.895072458779445,0.9770878688233556,4.236157438292195,0.9149169921875,59960.0,jpeg
44,8.18707275390625,38.9995171113065,0.9775688740130524,4.203071220545406,0.922119140625,60432.0,jpeg
45,7.89703369140625,39.15616370004321,0.9783132129686984,4.114826334888543,0.94189453125,61728.0,jpeg
46,7.6624298095703125,39.28713851606484,0.9787944237301083,4.083601286173633,0.9490966796875,62200.0,jpeg
47,7.4299774169921875,39.42092867119526,0.9793416114055815,4.026122241947755,0.962646484375,63088.0,jpeg
48,7.1508636474609375,39.58721863867438,0.9800261797349556,3.927997030805394,0.9866943359375,64664.0,jpeg
49,6.94561767578125,39.713694871434285,0.9803942835689585,3.875732421875,1.0,65536.0,jpeg
50,6.64306640625,39.907117670559266,0.9811433050876147,3.8001196888090965,1.0198974609375,66840.0,jpeg
51,6.4038543701171875,40.066389137876754,0.9815596542280651,3.741456516615602,1.035888671875,67888.0,jpeg
52,6.1480560302734375,40.243425440818925,0.9820470421790342,3.692289801139667,1.0496826171875,68792.0,jpeg
53,5.9549713134765625,40.38200687144637,0.9824805061664619,3.605496252555076,1.074951171875,70448.0,jpeg
54,5.6079254150390625,40.64278131952884,0.9834491778055185,3.507899679593415,1.1048583984375,72408.0,jpeg
55,5.4752349853515625,40.74677597967346,0.9835850625943884,3.4951563188022896,1.10888671875,72672.0,jpeg
56,5.201690673828125,40.96935838199098,0.984137842543202,3.434660320207702,1.12841796875,73952.0,jpeg
57,4.8838653564453125,41.243166785186666,0.984932721252593,3.3235632785512403,1.1661376953125,76424.0,jpeg
58,4.678802490234375,41.429456484844074,0.9855326049565947,3.2460893569164706,1.1939697265625,78248.0,jpeg
59,4.4620513916015625,41.63545792911924,0.985998137054204,3.1957725213890287,1.2127685546875,79480.0,jpeg
60,4.239837646484375,41.85731134130347,0.9866066591438416,3.1283870332052417,1.2388916015625,81192.0,jpeg
61,3.9642791748046875,42.14916129835727,0.9873535925449209,3.0313156387244606,1.278564453125,83792.0,jpeg
62,3.76519775390625,42.37292569926183,0.9877524398632233,2.9725681116000375,1.3038330078125,85448.0,jpeg
63,3.493560791015625,42.69812056107681,0.9886133207708204,2.8498339466834217,1.3599853515625,89128.0,jpeg
64,3.28363037109375,42.967260969604204,0.9891024384396877,2.7799667279572717,1.3941650390625,91368.0,jpeg
65,3.084075927734375,43.23955299339137,0.9894516863375806,2.7185546707766077,1.4256591796875,93432.0,jpeg
66,2.8303070068359375,43.61246814338961,0.9902976448499093,2.600753604193971,1.490234375,97664.0,jpeg
67,2.647674560546875,43.902157582137434,0.9906597524512412,2.5406097463391215,1.5255126953125,99976.0,jpeg
68,2.3902587890625,44.34635437084027,0.991368463992627,2.4227394124380006,1.5997314453125,104840.0,jpeg
69,2.1733856201171875,44.75943571578711,0.9919272510787385,2.3462902749039314,1.65185546875,108256.0,jpeg
70,1.9200286865234375,45.29772643463441,0.9926942272344412,2.2122352285395763,1.751953125,114816.0,jpeg
71,1.6949310302734375,45.83928330176054,0.9932853368535608,2.1250250987216384,1.8238525390625,119528.0,jpeg
72,1.493743896484375,46.388042171220214,0.9938037299107425,2.050371327090733,1.8902587890625,123880.0,jpeg
73,1.274261474609375,47.07821807807011,0.9945038797842785,1.8965414252434143,2.0435791015625,133928.0,jpeg
74,1.07232666015625,47.82753257327507,0.9950911224064605,1.7463285847863155,2.2193603515625,145448.0,jpeg
75,0.8784332275390625,48.693716058657934,0.9957245289075396,1.5984493782409506,2.4246826171875,158904.0,jpeg
